shoes_name,release_date,retail_price,last_sale,volality,shoe_size,avg_size_price,number_of_sales,avg_sale_price,min_12_month_trade_rage,max_12_month_trade_rage,min_all_trade_range,max_all_trade_range
adidas Yeezy Foam RNNR Ochre,08/02/2021,80,245,8,10,196.8823529,34649,203,128,540,165,195
adidas Yeezy Foam RNNR Ochre,08/02/2021,80,245,8,13,225.2,34649,203,128,540,165,195
adidas Yeezy Foam RNNR Ochre,08/02/2021,80,245,8,9,189,34649,203,128,540,165,195
adidas Yeezy Foam RNNR Ochre,08/02/2021,80,245,8,5,189.75,34649,203,128,540,165,195
adidas Yeezy Foam RNNR Ochre,08/02/2021,80,245,8,11,209.7333333,34649,203,128,540,165,195
adidas Yeezy Foam RNNR Ochre,08/02/2021,80,245,8,12,225.2,34649,203,128,540,165,195
adidas Yeezy Foam RNNR Ochre,08/02/2021,80,245,8,6,220.1111111,34649,203,128,540,165,195
adidas Yeezy Foam RNNR Ochre,08/02/2021,80,245,8,7,220.8461538,34649,203,128,540,165,195
adidas Yeezy Foam RNNR Ochre,08/02/2021,80,245,8,8,211.125,34649,203,128,540,165,195
adidas Yeezy Foam RNNR Ochre,08/02/2021,80,245,8,14,240,34649,203,128,540,165,195
adidas Yeezy Boost 350 V2 Light,08/28/2021,220,360,11,12,263.2,30815,266,191,646,235,295
adidas Yeezy Boost 350 V2 Light,08/28/2021,220,360,11,10,278.8181818,30815,266,191,646,235,295
adidas Yeezy Boost 350 V2 Light,08/28/2021,220,360,11,9.5,272.5833333,30815,266,191,646,235,295
adidas Yeezy Boost 350 V2 Light,08/28/2021,220,360,11,6.5,342.75,30815,266,191,646,235,295
adidas Yeezy Boost 350 V2 Light,08/28/2021,220,360,11,11.5,287.4,30815,266,191,646,235,295
adidas Yeezy Boost 350 V2 Light,08/28/2021,220,360,11,9,266.7777778,30815,266,191,646,235,295
adidas Yeezy Boost 350 V2 Light,08/28/2021,220,360,11,7,337.5,30815,266,191,646,235,295
adidas Yeezy Boost 350 V2 Light,08/28/2021,220,360,11,10.5,272.7333333,30815,266,191,646,235,295
adidas Yeezy Boost 350 V2 Light,08/28/2021,220,360,11,5,306.3333333,30815,266,191,646,235,295
adidas Yeezy Boost 350 V2 Light,08/28/2021,220,360,11,6,353,30815,266,191,646,235,295
adidas Yeezy Boost 350 V2 Light,08/28/2021,220,360,11,7.5,320.5,30815,266,191,646,235,295
adidas Yeezy Boost 350 V2 Light,08/28/2021,220,360,11,13.5,276,30815,266,191,646,235,295
adidas Yeezy Boost 350 V2 Light,08/28/2021,220,360,11,4.5,287.3333333,30815,266,191,646,235,295
adidas Yeezy Boost 350 V2 Light,08/28/2021,220,360,11,16,241,30815,266,191,646,235,295
adidas Yeezy Boost 350 V2 Light,08/28/2021,220,360,11,8.5,264.4,30815,266,191,646,235,295
adidas Yeezy Boost 350 V2 Light,08/28/2021,220,360,11,11,272.8181818,30815,266,191,646,235,295
adidas Yeezy Boost 350 V2 Light,08/28/2021,220,360,11,8,271.75,30815,266,191,646,235,295
adidas Yeezy Boost 350 V2 Light,08/28/2021,220,360,11,5.5,317,30815,266,191,646,235,295
adidas Yeezy Boost 350 V2 Light,08/28/2021,220,360,11,13,271,30815,266,191,646,235,295
adidas Yeezy Boost 350 V2 Light,08/28/2021,220,360,11,4,291,30815,266,191,646,235,295
adidas Yeezy Boost 350 V2 Light,08/28/2021,220,360,11,14,278,30815,266,191,646,235,295
adidas Yeezy 450 Dark Slate,06/26/2021,200,333,8,9,250.0909091,17968,314,214,1250,225,265
adidas Yeezy 450 Dark Slate,06/26/2021,200,333,8,12,261.6,17968,314,214,1250,225,265
adidas Yeezy 450 Dark Slate,06/26/2021,200,333,8,14,294.5,17968,314,214,1250,225,265
adidas Yeezy 450 Dark Slate,06/26/2021,200,333,8,8.5,248.25,17968,314,214,1250,225,265
adidas Yeezy 450 Dark Slate,06/26/2021,200,333,8,9.5,248.1666667,17968,314,214,1250,225,265
adidas Yeezy 450 Dark Slate,06/26/2021,200,333,8,11,259.1818182,17968,314,214,1250,225,265
adidas Yeezy 450 Dark Slate,06/26/2021,200,333,8,4,305,17968,314,214,1250,225,265
adidas Yeezy 450 Dark Slate,06/26/2021,200,333,8,5,241.3333333,17968,314,214,1250,225,265
adidas Yeezy 450 Dark Slate,06/26/2021,200,333,8,5.5,261.3333333,17968,314,214,1250,225,265
adidas Yeezy 450 Dark Slate,06/26/2021,200,333,8,6,264.3333333,17968,314,214,1250,225,265
adidas Yeezy 450 Dark Slate,06/26/2021,200,333,8,8,255.4,17968,314,214,1250,225,265
adidas Yeezy 450 Dark Slate,06/26/2021,200,333,8,13,300.6666667,17968,314,214,1250,225,265
adidas Yeezy 450 Dark Slate,06/26/2021,200,333,8,11.5,258.7142857,17968,314,214,1250,225,265
adidas Yeezy 450 Dark Slate,06/26/2021,200,333,8,10.5,251.8,17968,314,214,1250,225,265
adidas Yeezy 450 Dark Slate,06/26/2021,200,333,8,6.5,266.5,17968,314,214,1250,225,265
adidas Yeezy 450 Dark Slate,06/26/2021,200,333,8,7.5,277.5,17968,314,214,1250,225,265
adidas Yeezy 450 Dark Slate,06/26/2021,200,333,8,7,291.6,17968,314,214,1250,225,265
adidas Yeezy 450 Dark Slate,06/26/2021,200,333,8,13.5,300,17968,314,214,1250,225,265
adidas Yeezy 450 Dark Slate,06/26/2021,200,333,8,12.5,282,17968,314,214,1250,225,265
adidas Yeezy 450 Dark Slate,06/26/2021,200,333,8,10,245.6666667,17968,314,214,1250,225,265
adidas Yeezy Slide Pure (First Release),04/26/2021,55,211,24,12,274,61066,203,101,724,118,192
adidas Yeezy Slide Pure (First Release),04/26/2021,55,211,24,4,155.3333333,61066,203,101,724,118,192
adidas Yeezy Slide Pure (First Release),04/26/2021,55,211,24,5,197.3888889,61066,203,101,724,118,192
adidas Yeezy Slide Pure (First Release),04/26/2021,55,211,24,6,259.6,61066,203,101,724,118,192
adidas Yeezy Slide Pure (First Release),04/26/2021,55,211,24,8,230.4,61066,203,101,724,118,192
adidas Yeezy Slide Pure (First Release),04/26/2021,55,211,24,10,225.3333333,61066,203,101,724,118,192
adidas Yeezy Slide Pure (First Release),04/26/2021,55,211,24,9,215.9,61066,203,101,724,118,192
adidas Yeezy Slide Pure (First Release),04/26/2021,55,211,24,11,288.75,61066,203,101,724,118,192
adidas Yeezy Slide Pure (First Release),04/26/2021,55,211,24,13,301.75,61066,203,101,724,118,192
adidas Yeezy Slide Pure (First Release),04/26/2021,55,211,24,7,281.2857143,61066,203,101,724,118,192
adidas Yeezy Slide Pure (First Release),26/04/2021,55,211,24,12,274,61066,203,101,724,118,192
adidas Yeezy Slide Pure (First Release),26/04/2021,55,211,24,4,155.3333333,61066,203,101,724,118,192
adidas Yeezy Slide Pure (First Release),26/04/2021,55,211,24,5,197.3888889,61066,203,101,724,118,192
adidas Yeezy Slide Pure (First Release),26/04/2021,55,211,24,6,259.6,61066,203,101,724,118,192
adidas Yeezy Slide Pure (First Release),26/04/2021,55,211,24,8,230.4,61066,203,101,724,118,192
adidas Yeezy Slide Pure (First Release),26/04/2021,55,211,24,10,225.3333333,61066,203,101,724,118,192
adidas Yeezy Slide Pure (First Release),26/04/2021,55,211,24,9,215.9,61066,203,101,724,118,192
adidas Yeezy Slide Pure (First Release),26/04/2021,55,211,24,11,288.75,61066,203,101,724,118,192
adidas Yeezy Slide Pure (First Release),26/04/2021,55,211,24,13,301.75,61066,203,101,724,118,192
adidas Yeezy Slide Pure (First Release),26/04/2021,55,211,24,7,281.2857143,61066,203,101,724,118,192
adidas Yeezy 500 Clay Brown,18.09.2021,200,362,8,6,261.875,6378,224,174,622,245,289
adidas Yeezy 500 Clay Brown,18.09.2021,200,362,8,10,219.75,6378,224,174,622,245,289
adidas Yeezy 500 Clay Brown,18.09.2021,200,362,8,9.5,226.6923077,6378,224,174,622,245,289
adidas Yeezy 500 Clay Brown,18.09.2021,200,362,8,8,217,6378,224,174,622,245,289
adidas Yeezy 500 Clay Brown,18.09.2021,200,362,8,12.5,238.6666667,6378,224,174,622,245,289
adidas Yeezy 500 Clay Brown,18.09.2021,200,362,8,9,225.6923077,6378,224,174,622,245,289
adidas Yeezy 500 Clay Brown,18.09.2021,200,362,8,6.5,246.3333333,6378,224,174,622,245,289
adidas Yeezy 500 Clay Brown,18.09.2021,200,362,8,10.5,209.2857143,6378,224,174,622,245,289
adidas Yeezy 500 Clay Brown,18.09.2021,200,362,8,4,244,6378,224,174,622,245,289
adidas Yeezy 500 Clay Brown,18.09.2021,200,362,8,5.5,242.5,6378,224,174,622,245,289
adidas Yeezy 500 Clay Brown,18.09.2021,200,362,8,11,219.7777778,6378,224,174,622,245,289
adidas Yeezy 500 Clay Brown,18.09.2021,200,362,8,12,231,6378,224,174,622,245,289
adidas Yeezy 500 Clay Brown,18.09.2021,200,362,8,13.5,215,6378,224,174,622,245,289
adidas Yeezy 500 Clay Brown,18.09.2021,200,362,8,11.5,220.5,6378,224,174,622,245,289
adidas Yeezy 500 Clay Brown,18.09.2021,200,362,8,7.5,237.5,6378,224,174,622,245,289
adidas Yeezy 500 Clay Brown,18.09.2021,200,362,8,13,237.6666667,6378,224,174,622,245,289
adidas Yeezy 500 Clay Brown,18.09.2021,200,362,8,7,247.5,6378,224,174,622,245,289
adidas Yeezy 500 Clay Brown,18.09.2021,200,362,8,8.5,227.6666667,6378,224,174,622,245,289
adidas Yeezy 500 Clay Brown,18.09.2021,200,362,8,5,236,6378,224,174,622,245,289
adidas Yeezy Boost 350 V2 Mono Cinder,24/06/2021,220,319,28,5.5,249.625,20047,286,176,1000,169,301
adidas Yeezy Boost 350 V2 Mono Cinder,24/06/2021,220,319,28,10,283.8461538,20047,286,176,1000,169,301
adidas Yeezy Boost 350 V2 Mono Cinder,24/06/2021,220,319,28,9,289.7142857,20047,286,176,1000,169,301
adidas Yeezy Boost 350 V2 Mono Cinder,24/06/2021,220,319,28,8.5,288.3333333,20047,286,176,1000,169,301
adidas Yeezy Boost 350 V2 Mono Cinder,24/06/2021,220,319,28,11,337.4285714,20047,286,176,1000,169,301
adidas Yeezy Boost 350 V2 Mono Cinder,24/06/2021,220,319,28,4,203,20047,286,176,1000,169,301
adidas Yeezy Boost 350 V2 Mono Cinder,24/06/2021,220,319,28,4.5,205,20047,286,176,1000,169,301
adidas Yeezy Boost 350 V2 Mono Cinder,24/06/2021,220,319,28,6.5,299,20047,286,176,1000,169,301
adidas Yeezy Boost 350 V2 Mono Cinder,24/06/2021,220,319,28,13,425.5,20047,286,176,1000,169,301
adidas Yeezy Boost 350 V2 Mono Cinder,24/06/2021,220,319,28,8,302.25,20047,286,176,1000,169,301
adidas Yeezy Boost 350 V2 Mono Cinder,24/06/2021,220,319,28,7.5,283,20047,286,176,1000,169,301
adidas Yeezy Boost 350 V2 Mono Cinder,24/06/2021,220,319,28,6,281.7777778,20047,286,176,1000,169,301
adidas Yeezy Boost 350 V2 Mono Cinder,24/06/2021,220,319,28,10.5,314.8888889,20047,286,176,1000,169,301
adidas Yeezy Boost 350 V2 Mono Cinder,24/06/2021,220,319,28,9.5,314.5,20047,286,176,1000,169,301
adidas Yeezy Boost 350 V2 Mono Cinder,24/06/2021,220,319,28,5,253.1428571,20047,286,176,1000,169,301
adidas Yeezy Boost 350 V2 Mono Cinder,24/06/2021,220,319,28,7,296,20047,286,176,1000,169,301
adidas Yeezy Boost 350 V2 Mono Cinder,24/06/2021,220,319,28,11.5,342.3333333,20047,286,176,1000,169,301
adidas Yeezy Boost 350 V2 Mono Cinder,24/06/2021,220,319,28,12,376,20047,286,176,1000,169,301
adidas Yeezy Boost 350 V2 Mono Cinder,24/06/2021,220,319,28,12.5,350,20047,286,176,1000,169,301
adidas Yeezy Slide Glow Green,06/09/2021,60,215,20,10,153.25,18777,143,75,749,126,190
adidas Yeezy Slide Glow Green,06/09/2021,60,215,20,12,203.4,18777,143,75,749,126,190
adidas Yeezy Slide Glow Green,06/09/2021,60,215,20,13,214.3333333,18777,143,75,749,126,190
adidas Yeezy Slide Glow Green,06/09/2021,60,215,20,8,146.7368421,18777,143,75,749,126,190
adidas Yeezy Slide Glow Green,06/09/2021,60,215,20,4,110.5,18777,143,75,749,126,190
adidas Yeezy Slide Glow Green,06/09/2021,60,215,20,9,140.2941176,18777,143,75,749,126,190
adidas Yeezy Slide Glow Green,06/09/2021,60,215,20,5,127,18777,143,75,749,126,190
adidas Yeezy Slide Glow Green,06/09/2021,60,215,20,6,163.1,18777,143,75,749,126,190
adidas Yeezy Slide Glow Green,06/09/2021,60,215,20,11,184,18777,143,75,749,126,190
adidas Yeezy Slide Glow Green,06/09/2021,60,215,20,7,166.6666667,18777,143,75,749,126,190
adidas Yeezy Slide Glow Green,06/09/2021,60,215,20,15,240,18777,143,75,749,126,190
adidas Yeezy Slide Glow Green,06/09/2021,60,215,20,14,211,18777,143,75,749,126,190
adidas Yeezy Foam RNNR Vermillion,10/29/2021,80,334,17,8,258.4375,16664,211,120,600,203,289
adidas Yeezy Foam RNNR Vermillion,10/29/2021,80,334,17,11,316.0714286,16664,211,120,600,203,289
adidas Yeezy Foam RNNR Vermillion,10/29/2021,80,334,17,9,246,16664,211,120,600,203,289
adidas Yeezy Foam RNNR Vermillion,10/29/2021,80,334,17,6,287.1818182,16664,211,120,600,203,289
adidas Yeezy Foam RNNR Vermillion,10/29/2021,80,334,17,12,360.6666667,16664,211,120,600,203,289
adidas Yeezy Foam RNNR Vermillion,10/29/2021,80,334,17,5,217.875,16664,211,120,600,203,289
adidas Yeezy Foam RNNR Vermillion,10/29/2021,80,334,17,10,279.2142857,16664,211,120,600,203,289
adidas Yeezy Foam RNNR Vermillion,10/29/2021,80,334,17,7,295.375,16664,211,120,600,203,289
adidas Yeezy Foam RNNR Vermillion,10/29/2021,80,334,17,13,365.6666667,16664,211,120,600,203,289
adidas Yeezy Foam RNNR Vermillion,10/29/2021,80,334,17,4,178.25,16664,211,120,600,203,289
adidas Yeezy Foam RNNR Vermillion,10/29/2021,80,334,17,14,325,16664,211,120,600,203,289
adidas Yeezy Foam RNNR Vermillion,10/29/2021,80,334,17,16,399,16664,211,120,600,203,289
adidas Yeezy Boost 700 Wash Orange,10/16/2021,240,432,7,7,311.5,6701,280,151,545,297,339
adidas Yeezy Boost 700 Wash Orange,10/16/2021,240,432,7,11.5,282.6666667,6701,280,151,545,297,339
adidas Yeezy Boost 700 Wash Orange,10/16/2021,240,432,7,8,282.6666667,6701,280,151,545,297,339
adidas Yeezy Boost 700 Wash Orange,10/16/2021,240,432,7,5,245.5,6701,280,151,545,297,339
adidas Yeezy Boost 700 Wash Orange,10/16/2021,240,432,7,10,268.8333333,6701,280,151,545,297,339
adidas Yeezy Boost 700 Wash Orange,10/16/2021,240,432,7,10.5,274,6701,280,151,545,297,339
adidas Yeezy Boost 700 Wash Orange,10/16/2021,240,432,7,7.5,292.5,6701,280,151,545,297,339
adidas Yeezy Boost 700 Wash Orange,10/16/2021,240,432,7,9.5,265.75,6701,280,151,545,297,339
adidas Yeezy Boost 700 Wash Orange,10/16/2021,240,432,7,9,264,6701,280,151,545,297,339
adidas Yeezy Boost 700 Wash Orange,10/16/2021,240,432,7,6,291.4,6701,280,151,545,297,339
adidas Yeezy Boost 700 Wash Orange,10/16/2021,240,432,7,5.5,295.1666667,6701,280,151,545,297,339
adidas Yeezy Boost 700 Wash Orange,10/16/2021,240,432,7,8.5,257.7777778,6701,280,151,545,297,339
adidas Yeezy Boost 700 Wash Orange,10/16/2021,240,432,7,13,305,6701,280,151,545,297,339
adidas Yeezy Boost 700 Wash Orange,10/16/2021,240,432,7,4.5,253.3333333,6701,280,151,545,297,339
adidas Yeezy Boost 700 Wash Orange,10/16/2021,240,432,7,4,223,6701,280,151,545,297,339
adidas Yeezy Boost 700 Wash Orange,10/16/2021,240,432,7,6.5,322.3333333,6701,280,151,545,297,339
adidas Yeezy Boost 700 Wash Orange,10/16/2021,240,432,7,11,271,6701,280,151,545,297,339
adidas Yeezy Boost 700 Wash Orange,10/16/2021,240,432,7,12,295.6666667,6701,280,151,545,297,339
adidas Yeezy Boost 700 Wash Orange,10/16/2021,240,432,7,12.5,368.6666667,6701,280,151,545,297,339
adidas Yeezy Boost 700 Wash Orange,10/16/2021,240,432,7,14,301,6701,280,151,545,297,339
adidas Yeezy Boost 700 MNVN Blue Tint,07/05/2021,220,299,27,10.5,254.2727273,9568,241,100,450,161,279
adidas Yeezy Boost 700 MNVN Blue Tint,07/05/2021,220,299,27,12,255.75,9568,241,100,450,161,279
adidas Yeezy Boost 700 MNVN Blue Tint,07/05/2021,220,299,27,17,450,9568,241,100,450,161,279
adidas Yeezy Boost 700 MNVN Blue Tint,07/05/2021,220,299,27,14.5,270,9568,241,100,450,161,279
adidas Yeezy Boost 700 MNVN Blue Tint,07/05/2021,220,299,27,10,258.6923077,9568,241,100,450,161,279
adidas Yeezy Boost 700 MNVN Blue Tint,07/05/2021,220,299,27,9,248.2857143,9568,241,100,450,161,279
adidas Yeezy Boost 700 MNVN Blue Tint,07/05/2021,220,299,27,11,264.375,9568,241,100,450,161,279
adidas Yeezy Boost 700 MNVN Blue Tint,07/05/2021,220,299,27,5,208.75,9568,241,100,450,161,279
adidas Yeezy Boost 700 MNVN Blue Tint,07/05/2021,220,299,27,8,258.6,9568,241,100,450,161,279
adidas Yeezy Boost 700 MNVN Blue Tint,07/05/2021,220,299,27,7.5,233.6,9568,241,100,450,161,279
adidas Yeezy Boost 700 MNVN Blue Tint,07/05/2021,220,299,27,7,262.3333333,9568,241,100,450,161,279
adidas Yeezy Boost 700 MNVN Blue Tint,07/05/2021,220,299,27,9.5,263.5,9568,241,100,450,161,279
adidas Yeezy Boost 700 MNVN Blue Tint,07/05/2021,220,299,27,13,269.5,9568,241,100,450,161,279
adidas Yeezy Boost 700 MNVN Blue Tint,07/05/2021,220,299,27,11.5,261.8333333,9568,241,100,450,161,279
adidas Yeezy Boost 700 MNVN Blue Tint,07/05/2021,220,299,27,8.5,255,9568,241,100,450,161,279
adidas Yeezy Boost 700 MNVN Blue Tint,07/05/2021,220,299,27,4,237,9568,241,100,450,161,279
adidas Yeezy Boost 700 MNVN Blue Tint,07/05/2021,220,299,27,5.5,220,9568,241,100,450,161,279
adidas Yeezy Boost 700 MNVN Blue Tint,07/05/2021,220,299,27,6,260,9568,241,100,450,161,279
adidas Yeezy Boost 700 MNVN Blue Tint,07/05/2021,220,299,27,6.5,270,9568,241,100,450,161,279
adidas Yeezy Boost 700 MNVN Blue Tint,07/05/2021,220,299,27,4.5,210,9568,241,100,450,161,279
adidas Yeezy Boost 700 MNVN Honey Flux,20/09/2021,220,235,11,9,218,4668,219,120,500,153,193
adidas Yeezy Boost 700 MNVN Honey Flux,20/09/2021,220,235,11,10,219.4545455,4668,219,120,500,153,193
adidas Yeezy Boost 700 MNVN Honey Flux,20/09/2021,220,235,11,9.5,222.2,4668,219,120,500,153,193
adidas Yeezy Boost 700 MNVN Honey Flux,20/09/2021,220,235,11,5.5,227,4668,219,120,500,153,193
adidas Yeezy Boost 700 MNVN Honey Flux,20/09/2021,220,235,11,11.5,214.5,4668,219,120,500,153,193
adidas Yeezy Boost 700 MNVN Honey Flux,20/09/2021,220,235,11,14,230,4668,219,120,500,153,193
adidas Yeezy Boost 700 MNVN Honey Flux,20/09/2021,220,235,11,7,233.25,4668,219,120,500,153,193
adidas Yeezy Boost 700 MNVN Honey Flux,20/09/2021,220,235,11,12.5,229.25,4668,219,120,500,153,193
adidas Yeezy Boost 700 MNVN Honey Flux,20/09/2021,220,235,11,8,220.3333333,4668,219,120,500,153,193
adidas Yeezy Boost 700 MNVN Honey Flux,20/09/2021,220,235,11,13,244.2,4668,219,120,500,153,193
adidas Yeezy Boost 700 MNVN Honey Flux,20/09/2021,220,235,11,12,230,4668,219,120,500,153,193
adidas Yeezy Boost 700 MNVN Honey Flux,20/09/2021,220,235,11,11,224,4668,219,120,500,153,193
adidas Yeezy Boost 700 MNVN Honey Flux,20/09/2021,220,235,11,16,291,4668,219,120,500,153,193
adidas Yeezy Boost 700 MNVN Honey Flux,20/09/2021,220,235,11,7.5,251,4668,219,120,500,153,193
adidas Yeezy Boost 700 MNVN Honey Flux,20/09/2021,220,235,11,5,205.3333333,4668,219,120,500,153,193
adidas Yeezy Boost 700 MNVN Honey Flux,20/09/2021,220,235,11,8.5,223.6666667,4668,219,120,500,153,193
adidas Yeezy Boost 700 MNVN Honey Flux,20/09/2021,220,235,11,6.5,205,4668,219,120,500,153,193
adidas Yeezy Boost 700 MNVN Honey Flux,20/09/2021,220,235,11,10.5,217.8333333,4668,219,120,500,153,193
adidas Yeezy Boost 700 MNVN Honey Flux,20/09/2021,220,235,11,4,204,4668,219,120,500,153,193
adidas Yeezy Boost 700 MNVN Honey Flux,20/09/2021,220,235,11,6,244,4668,219,120,500,153,193
adidas Yeezy Boost 700 MNVN Honey Flux,20/09/2021,220,235,11,13.5,275,4668,219,120,500,153,193
adidas Yeezy 700 V3 Alvah,04/11/2020,200,486,14,4.5,307.7777778,4216,388,180,746,307,409
adidas Yeezy 700 V3 Alvah,04/11/2020,200,486,14,10,400.5555556,4216,388,180,746,307,409
adidas Yeezy 700 V3 Alvah,04/11/2020,200,486,14,7,426.6,4216,388,180,746,307,409
adidas Yeezy 700 V3 Alvah,04/11/2020,200,486,14,9,366.9,4216,388,180,746,307,409
adidas Yeezy 700 V3 Alvah,04/11/2020,200,486,14,5,305.5714286,4216,388,180,746,307,409
adidas Yeezy 700 V3 Alvah,04/11/2020,200,486,14,8.5,400.125,4216,388,180,746,307,409
adidas Yeezy 700 V3 Alvah,04/11/2020,200,486,14,13,493,4216,388,180,746,307,409
adidas Yeezy 700 V3 Alvah,04/11/2020,200,486,14,4,323.4,4216,388,180,746,307,409
adidas Yeezy 700 V3 Alvah,04/11/2020,200,486,14,12,419,4216,388,180,746,307,409
adidas Yeezy 700 V3 Alvah,04/11/2020,200,486,14,10.5,383.1428571,4216,388,180,746,307,409
adidas Yeezy 700 V3 Alvah,04/11/2020,200,486,14,11,360.3333333,4216,388,180,746,307,409
adidas Yeezy 700 V3 Alvah,04/11/2020,200,486,14,6.5,370.8,4216,388,180,746,307,409
adidas Yeezy 700 V3 Alvah,04/11/2020,200,486,14,6,344.5,4216,388,180,746,307,409
adidas Yeezy 700 V3 Alvah,04/11/2020,200,486,14,5.5,333,4216,388,180,746,307,409
adidas Yeezy 700 V3 Alvah,04/11/2020,200,486,14,12.5,458.5,4216,388,180,746,307,409
adidas Yeezy 700 V3 Alvah,04/11/2020,200,486,14,14,455,4216,388,180,746,307,409
adidas Yeezy 700 V3 Alvah,04/11/2020,200,486,14,7.5,423,4216,388,180,746,307,409
adidas Yeezy 700 V3 Alvah,04/11/2020,200,486,14,9.5,397.8,4216,388,180,746,307,409
adidas Yeezy 700 V3 Alvah,04/11/2020,200,486,14,11.5,481,4216,388,180,746,307,409
adidas Yeezy 700 V3 Alvah,04/11/2020,200,486,14,13.5,465,4216,388,180,746,307,409
adidas Yeezy 700 V3 Alvah,04/11/2020,200,486,14,8,410,4216,388,180,746,307,409
adidas Yeezy Boost 700 V2 Mauve,09/25/2021,240,422,13,9,294.5555556,3149,302,232,594,271,352
adidas Yeezy Boost 700 V2 Mauve,09/25/2021,240,422,13,7,338.5,3149,302,232,594,271,352
adidas Yeezy Boost 700 V2 Mauve,09/25/2021,240,422,13,8.5,342,3149,302,232,594,271,352
adidas Yeezy Boost 700 V2 Mauve,09/25/2021,240,422,13,10,305.9,3149,302,232,594,271,352
adidas Yeezy Boost 700 V2 Mauve,09/25/2021,240,422,13,4.5,348,3149,302,232,594,271,352
adidas Yeezy Boost 700 V2 Mauve,09/25/2021,240,422,13,11.5,317.6666667,3149,302,232,594,271,352
adidas Yeezy Boost 700 V2 Mauve,09/25/2021,240,422,13,6,358.8,3149,302,232,594,271,352
adidas Yeezy Boost 700 V2 Mauve,09/25/2021,240,422,13,8,343.1111111,3149,302,232,594,271,352
adidas Yeezy Boost 700 V2 Mauve,09/25/2021,240,422,13,5.5,336.3333333,3149,302,232,594,271,352
adidas Yeezy Boost 700 V2 Mauve,09/25/2021,240,422,13,5,282.2,3149,302,232,594,271,352
adidas Yeezy Boost 700 V2 Mauve,09/25/2021,240,422,13,13,319,3149,302,232,594,271,352
adidas Yeezy Boost 700 V2 Mauve,09/25/2021,240,422,13,4,301,3149,302,232,594,271,352
adidas Yeezy Boost 700 V2 Mauve,09/25/2021,240,422,13,12,319.1666667,3149,302,232,594,271,352
adidas Yeezy Boost 700 V2 Mauve,09/25/2021,240,422,13,7.5,327.8,3149,302,232,594,271,352
adidas Yeezy Boost 700 V2 Mauve,09/25/2021,240,422,13,9.5,301.4285714,3149,302,232,594,271,352
adidas Yeezy Boost 700 V2 Mauve,09/25/2021,240,422,13,6.5,325.5,3149,302,232,594,271,352
adidas Yeezy Boost 700 V2 Mauve,09/25/2021,240,422,13,12.5,325,3149,302,232,594,271,352
adidas Yeezy Boost 700 V2 Mauve,09/25/2021,240,422,13,14,290.25,3149,302,232,594,271,352
adidas Yeezy Boost 700 V2 Mauve,09/25/2021,240,422,13,10.5,298,3149,302,232,594,271,352
adidas Yeezy Boost 700 V2 Mauve,09/25/2021,240,422,13,11,303.2857143,3149,302,232,594,271,352
adidas Yeezy Boost 700 V2 Mauve,09/25/2021,240,422,13,16,509,3149,302,232,594,271,352
adidas Yeezy Boost 700 V2 Mauve,09/25/2021,240,422,13,13.5,295,3149,302,232,594,271,352
adidas Yeezy Foam RNNR MX Cream Clay,08/02/2021,80,509,8,13,391.875,6493,319,175,984,346,404
adidas Yeezy Foam RNNR MX Cream Clay,08/02/2021,80,509,8,4,309,6493,319,175,984,346,404
adidas Yeezy Foam RNNR MX Cream Clay,08/02/2021,80,509,8,6,390.8461538,6493,319,175,984,346,404
adidas Yeezy Foam RNNR MX Cream Clay,08/02/2021,80,509,8,9,348.1,6493,319,175,984,346,404
adidas Yeezy Foam RNNR MX Cream Clay,08/02/2021,80,509,8,12,388,6493,319,175,984,346,404
adidas Yeezy Foam RNNR MX Cream Clay,08/02/2021,80,509,8,7,391.1666667,6493,319,175,984,346,404
adidas Yeezy Foam RNNR MX Cream Clay,08/02/2021,80,509,8,5,360.3333333,6493,319,175,984,346,404
adidas Yeezy Foam RNNR MX Cream Clay,08/02/2021,80,509,8,11,370.1111111,6493,319,175,984,346,404
adidas Yeezy Foam RNNR MX Cream Clay,08/02/2021,80,509,8,8,368,6493,319,175,984,346,404
adidas Yeezy Foam RNNR MX Cream Clay,08/02/2021,80,509,8,10,399.8181818,6493,319,175,984,346,404
adidas Yeezy Foam RNNR MX Cream Clay,08/02/2021,80,509,8,15,500,6493,319,175,984,346,404
adidas Yeezy Foam RNNR MX Cream Clay,08/02/2021,80,509,8,14,422.5,6493,319,175,984,346,404
adidas Yeezy Foam RNNR MX Cream Clay,08/02/2021,80,509,8,16,543,6493,319,175,984,346,404
adidas Yeezy Foam RNNR Mineral Blue,29/05/2021,80,478,14,10,355.1333333,17092,267,160,794,303,400
adidas Yeezy Foam RNNR Mineral Blue,29/05/2021,80,478,14,8,339.0909091,17092,267,160,794,303,400
adidas Yeezy Foam RNNR Mineral Blue,29/05/2021,80,478,14,9,325.8823529,17092,267,160,794,303,400
adidas Yeezy Foam RNNR Mineral Blue,29/05/2021,80,478,14,11,400.0952381,17092,267,160,794,303,400
adidas Yeezy Foam RNNR Mineral Blue,29/05/2021,80,478,14,4,253,17092,267,160,794,303,400
adidas Yeezy Foam RNNR Mineral Blue,29/05/2021,80,478,14,7,383.6666667,17092,267,160,794,303,400
adidas Yeezy Foam RNNR Mineral Blue,29/05/2021,80,478,14,5,285.3333333,17092,267,160,794,303,400
